English,South Azerbaijani,Evaluation,Fine-grained evaluation,Error severity,Corrected South Azerbaijani translation
Nitrogen as a gas still has the same properties as liquid nitrogen. The liquid state is denser but the molecules are still the same.,گازی نیتروژنن ویژگی لری مایع نیتروژنن بیردی. مایع حالتی متراکمتردی اما مولکوللار هله همان دلار.,,,,
Water is another example. The compound water is made up of two hydrogen atoms and one oxygen atom.,سو بیر نمونه دی. سو ترکیبی ایکی هیدروژن اتمنان و بیر اکسیژن اتمنان تشکیل تاپپ.,,,,
"It has the same molecular structure whether it is a gas, liquid, or solid.",او گاز، مایع یا جامد اولسا مولکولی ساختاری بیردی.,,,,
"Although its physical state may change, its chemical state remains the same.",اونون فیزیکی حالتی ممکن دی عوض لشه اما اونون شیمیایی حالتی ثابت قالار.,,,,
"Time is something that is all around us, and affects everything we do, yet is difficult to understand.",زمان همیشه بیزیم دوره میزددی و هر ایشه کی بیز گوروروخ تاثیر گوار اما اونون درکی چتین دی.,,,,
"Time has been studied by religious, philosophical, and scientific scholars for thousands of years.",مذهبی، فلسفی نن علمی محققلر نچه مین ایللر زمانن باره سینده تحقیق ائلیپلر.,,,,
We experience time as a series of events passing from the future through the present to the past.,بیز زمانی بیر سری اتفاقلارنان درک ائلیرخ کی حال زمانن توسطینن آینده دن گذشتیه گئچللر.,,,,
Time is also how we compare the duration (length) of events.,بیز اتفاقلارن اوزونقولن (بویون) بو روشنن مقایسه ائلیرخ.,,,,
You can mark the passing of time yourself by observing the repetition of a cyclical event. A cyclical event is something that happens again and again regularly.,سیز ائلیه بولر سیز اوزوز زمانن گشماقن بیر چرخه ای اتفاقن مشاهده سینن تعیین ائلیسیز. بیر چرخشی اتفاق بیر شی دی کی مرتب صورتده نچه دفعه تکرار اولار.,,,,
Computers today are used to manipulate pictures and videos.,ایندی کامپیوترلردن عکسلرنن ویدئولاری دستکاری ائلماق اوچون استفاده اولور.,,,,
"Sophisticated animations can be constructed on computers, and this kind of animation is increasingly being used in television and films.",پیشرفته انیمیشنلری کامپیوترینن جوررماخ اولار و بو نوع انیمیشنن استفاده سی تلویزیوننان فیلملرده چوخالر,,,,
Music is often recorded using sophisticated computers to process and mix sounds together.,چوخ وخلر موسیقی نین ضبط ائلماقنا پیشرفته کامپیوترلردن کی سسلری پردازشنن ترکیب ائلیللر استفاده اولار.,,,,
"For a long time during the nineteenth and twentieth centuries, it was believed the first inhabitants of New Zealand were the Maori people, who hunted giant birds called moas.",بیر اوزون مدت اون دوگزمینجی نن ایمی مینجی قرنده فکر اولوردی کی نیوزلندن بیرمینجی ساکنلری مادوری لری دیلر کی موآ آدندا بویوه قوشلاری شکار ائلیردلر.,,,,
"The theory then established the idea that the Maori people migrated from Polynesia in a Great Fleet and took New Zealand from the Moriori, establishing an agricultural society.",بو نظریه سورا بو نظری ایجاد الدی کی مائوری آداملاری پلی نزی دن بیر بویوه گمی ده کوشدلر و نیوزلندی موریوریدان آلدلار و بیر کشاورزی جامعه ایجاد ائلدلر.,,,,
"However, new evidence suggests that the Moriori were a group of mainland Maori who migrated from New Zealand to the Chatham Islands, developing their own distinctive, peaceful culture.",اما تازا مدرکلر گورسدیر کی موریوری لار، اصلی مائوری سرزمینن بیر گروهی دیلر کی نیوزلنددن چاتهام جزیره لرینه کئوشدلر و اوز ممتاز، صلح آخداران فرهنگلرین ایجاد ائلدلر.,,,,
There was also another tribe on the Chatham islands these were Maori who migrated away from New Zealand.,بیر آیری قبیله ده چاتهام جزیره سینده واریدی بولار مائوری لریدلر کی نیوزلندنن مهاجرت ائلدلر.,,,,
"They called themselves the Moriori there were a few skirmishes and in the end, the Moriori were wiped out",اولار ائوزلرینه موریوری دیللر نچه چیچیه جنگ اولدی و آخرده موریوری لر نابود اولدولار.,,,,
Individuals who had been involved for several decades helped us appreciate our strengths and passions while candidly assessing difficulties and even failures.,او آداملار کی نچه دهه لر درگیریمیشلر بیزه کمک ائلدیلر قوت نقاط مزنان علاقه لرمیزین قدرن بولاخ اما چتیننقلار و حتی شکستلری ارزیابی ائلیاخ.,,,,
"While listening to individuals share their individual, family, and organizational stories, we gained valuable insight into the past and some of the personalities who influenced for good or ill the culture of the organization.",اوواخ کی بیز او آداملارا کی ائوزلرین، خانواده لرین و سازمانلارین داستانن تعریف ائلردلر گولاسدخ، بیز او قاباخکی و ایندیکی شخصیتلرین باره سینده کی سازمانن فرهنگینه یاخجی یا پیس تاثیر قویدلار ارزشلی اطلاعات ائله گتدخ.,,,,
"While understanding one’s history does not assume understanding of culture, it does at least help people gain a sense of where they fall within the history of the organization.",بیر نفرین گذشته سین بولماخ اونون فرهنگین بولماقین معنی سینه دییر اما حداقل آداملارا کمک ائلیر بولسوننر سازمانن تاریخینده هاردا قرار تاپپلار.,,,,
"While assessing the successes and becoming aware of failures, individuals and the whole of the participating persons discover more deeply the values, mission, and driving forces of the organization.",آداملارنان هاممی شرکت ائلیننر موفقیت لری ارزیابی ائلینده و شکست لردن آگاه ائولاندا، سازمانن ارزشلری، رسالتی و قاباقا آپاران نیرولارنان داها عمیق صورتده آگاه اولوللار.,,,,
